title,imageSrc
ผัดเต้าซี่ ปลากะพงน้ำลึก / ปลาเก๋า,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160926033462/detail/menueditor_item_641d3878e21246c68537bfe8e7af836b_1618243026290777098.webp
ปลาเปรี้ยวหวาน,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160935572809/detail/menueditor_item_a1e107a8f8644a1c99aadfcf260e4ae4_1618243223332824088.webp
ปลาทอดราดพริก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160934832457/detail/menueditor_item_101ccc7d7f5f415ea94eae5489f87d76_1618243313077569440.webp
ปลาทอดซอสสมุนไพร,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160931299810/detail/menueditor_item_dd874108c1dd40819adca8fc340d6281_1618243370566329745.webp
ปลากะพงนึ่งมะนาว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160931893095/detail/menueditor_item_c30b78969cab40a59bd06201e6000574_1588867006512970479.webp
ปลาหมึก หรือ กุ้ง ผัดนํ้าพริกเผา,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160936333561/detail/menueditor_item_119deef1ab8940d49c89c6e21a2e7bdf_1618243490318565591.webp
ปลาหมึก หรือ กุ้ง ผัดพริกขี้หนู,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160927944092/detail/menueditor_item_96d911a5b5d4478ebe4ef82efd06f394_1618243594983195559.webp
ปลาหมึก หรือ กุ้ง หรือ ปลาเก๋า กระเทียมพริกไทย,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE202004201609331109872/detail/menueditor_item_9da03e4497f44269bf3788c57fb277fb_1618243812583605680.webp
ปลาหมึก หรือ กุ้งแชบ๊วย ผัดพริกเกลือ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE202004201609291131626/detail/menueditor_item_692608a913904927bc43e636f3a0241c_1618244141930960911.webp
ซีฟู้ดผัดผงกะหรี่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160927718238/detail/menueditor_item_a4a1b58649b8449fbe7555bcc8cb6e83_1618244310956960219.webp
เต้าหู้ทรงเครื่อง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160936536009/detail/menueditor_item_28c065b7961e4a28b630963a35382b44_1618244347833918042.webp
บรอกโคลีเนื้อปู,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE202004201609321409860/detail/menueditor_item_bb63acc45d9c4b3196a15757a7d608a8_1618244404376067490.webp
ผัดบรอกโคลีน้ำมันหอย,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160936215168/detail/menueditor_item_b4c3597e71034b34901b4a24a594dd10_1618244446794350385.webp
ลูกชิ้นกุ้งผัดหน่อไม้ฝรั่ง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE202004201609361130392/detail/menueditor_item_f6f6db30fe434d12b09d1bd1af0b9dac_1618244478099739437.webp
ผัดผักรวมนํ้ามันหอย,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160929176437/detail/menueditor_item_6b5350dd618c4c938bb9d2b79012b454_1618244519565118620.webp
ผักบุ้งไฟแดง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE202004201609341477501/detail/menueditor_item_8faf5870aa114f5bad46efb73d6fca12_1618244561513516973.webp
คะน้านํ้ามันหอย,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160936175696/detail/menueditor_item_55b2c03508374974b67aaa3a116286f5_1618244610216760756.webp
คะน้าปลาเค็ม,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160926381451/detail/menueditor_item_445a98959f7845aabf6a581f37ca0c1d_1618244648387275126.webp
คะน้าหมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160936934404/detail/menueditor_item_f95422e20d2b4af3b18ace95fb128a5f_1618244683696725632.webp
ไข่เจียวใบชะคราม,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160930455077/detail/menueditor_item_7df18dc5cc214b828b7daf5bcaa05335_1618244716331018260.webp
ไข่เจียว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160928593607/detail/menueditor_item_1b75fc0a49544ce29ffdd8f53121462d_1618244750996819725.webp
ผักกะหล่ำ หรือ ผักกาดแก้ว ผัดเต้าหู้ยี้พริกกระเทียม,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160935655840/detail/menueditor_item_db1c32c6c3f446e19f53a17717db57e4_1618244999285181598.webp
เห็ดหอมน้ำแดง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160930893156/detail/menueditor_item_40de92ae081140c6bd5f5bea56944493_1618245263050790002.webp
พะแนงหมู / ไก่ / เนื้อ / กุ้ง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160932200270/detail/menueditor_item_7929835bb02a41acab67bd08ff01f13f_1618242134765768820.webp
น้ำพริกมะดันปลาเก๋าทอด / ปลากะพงทอด,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160930412079/detail/menueditor_item_e04e74242a454e69b723299d04ce87eb_1618242293262389016.webp
ข้าวกล้องงอกและธัญพืช,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2023012608215515685/detail/menueditor_item_dd60de5dd5ad46f587c79f5238847272_1674721224255531554.webp
ข้าวเหนียวสองสี,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022042008552064160/detail/menueditor_item_9c993f1571b94448b5d1d15f24c8c577_1650444898036602066.webp
ข้าวกล้อง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022042008544050645/detail/menueditor_item_f4b5793b826f44afa75793227eb934f4_1674721055313287407.webp
โรตี,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022042008505182227/detail/menueditor_item_42d0490116e04cf98de4112bd3b3b8cd_1650444619114183402.webp
ขนมจีน,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022042008495282590/detail/menueditor_item_1fae8de4707a4a14b5fee93ae0cec52c_1650444555633086231.webp
ข้าวหอมมะลิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021042317153903602/detail/menueditor_item_224cc39850e044e7963680c588972bbb_1619198251254668160.webp
ไข่ดาว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021042317301797025/detail/menueditor_item_0722cdf6720b4803b3c776a98f8af69d_1619198977376513467.webp
ก๋วยเตี๋ยวผัดซอส XO กุ้งแชบ๊วย,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022101815474465556/detail/menueditor_item_131263ba322145de8934a551f55e3b26_1666108057558590648.webp
ผัดไทยไก่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022041610160544039/detail/menueditor_item_7dd681ef864a4a4e9c4ecfdaef695539_1650104159173463849.webp
สุกี้ แห้ง หรือ น้ำ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160927790431/detail/menueditor_item_408c653dee0d4de5b534ac29efcbf90f_1618331392247774999.webp
ผัดซีอิ๊ว Pad-Ce-Iew,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE202004201609271029116/detail/menueditor_item_c5bdfe2e9bdd4d0facef869d4ef58822_1618331772703522639.webp
ผัดขี้เมา Saute' Drunken Noodle,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160931370679/detail/menueditor_item_c05b390dd317426db2b2ecee589880f7_1618331824326071603.webp
ก๋วยเตี๋ยวนํ้า ซี่โครงหมูตุ๋น Noodles W. Braised Pork Ribs,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE202004201609281258628/detail/menueditor_item_e9e821e678634fb5bb4bb6333c9ea03d_1618331886551874944.webp
ก๋วยเตี๋ยวนํ้าเนื้อตุ๋นออสเตรเลีย Noodles W. Braised Australian Beef,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200420160932253138/detail/menueditor_item_763095bd8d2f482aa8dd59dda559eee2_1692723502793519773.webp
<โปรโมชัน>ข้าวสวยกะเพราเนื้อคั่วและ เนื้อเต๋า แถมโค้ก/โค้กซีโร่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230905044922109423/detail/f7ede3c30e4846c5be9b42e86f01031b_1693889362439527538.webp
<โปรโมชัน>ข้าวสวยแจ่วไข่และปลาแซลมอน แถมโค้ก/โค้กซีโร่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230905044922114682/detail/8a222bfdb4a444cf8837f612ab41d955_1693889362659005409.webp
<โปรโมชัน>ลด20% หมู หมู +โค้ก/โค้กซีโร่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230905044922126985/detail/35d17d1a316b449c877b93b01059ebee_1693889362886779177.webp
<โปรโมชัน> ลด20%ข้าวสวยกะเพราเนื้อคั่ว+เนื้อสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230901044827468673/detail/fec8821e6716479a8798d20e5c5d0ef4_1693543707935121959.webp
<โปรโมชัน> ลด20%ข้าวสวยกะเพราหมูคั่ว+หมูสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230901044828097434/detail/8ea6ec0c3d8f4770a2795996e4135a1e_1693543708244082858.webp
<โปรโมชัน> ลด 30%บั้ดดี้ เฟเวอริท+เกี๊ยวกรอบกุนเชียงทรัฟเฟิล,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230901044828196033/detail/9787e4e5b08441dc8ea254926245437f_1693543708498954056.webp
<โปรโมชัน> ลด30% (ลูกค้าเลือกเซตเองได้),https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230629092241110295/detail/9e0bd6f4e3f847be969c27c84977caa6_1688030561612595879.webp
<โปรโมชัน>ข้าวสวยกะเพราเนื้อคั่วและ เนื้อเต๋า แถมโค้ก/โค้กซีโร่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230905044922109423/detail/f7ede3c30e4846c5be9b42e86f01031b_1693889362439527538.webp
<โปรโมชัน>ข้าวสวยแจ่วไข่และปลาแซลมอน แถมโค้ก/โค้กซีโร่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230905044922114682/detail/8a222bfdb4a444cf8837f612ab41d955_1693889362659005409.webp
<โปรโมชัน>ลด20% หมู หมู +โค้ก/โค้กซีโร่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230905044922126985/detail/35d17d1a316b449c877b93b01059ebee_1693889362886779177.webp
<โปรโมชัน> ลด20%ข้าวสวยกะเพราเนื้อคั่ว+เนื้อสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230901044827468673/detail/fec8821e6716479a8798d20e5c5d0ef4_1693543707935121959.webp
<โปรโมชัน> ลด20%ข้าวสวยกะเพราหมูคั่ว+หมูสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230901044828097434/detail/8ea6ec0c3d8f4770a2795996e4135a1e_1693543708244082858.webp
<โปรโมชัน> ลด 30%บั้ดดี้ เฟเวอริท+เกี๊ยวกรอบกุนเชียงทรัฟเฟิล,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230901044828196033/detail/9787e4e5b08441dc8ea254926245437f_1693543708498954056.webp
ข้าวผัดกะเพราไข่และไก่ย่างนมสด,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2023071303102016680/detail/menueditor_item_5d56a0b12c1c47bcb505a8969cb88ad0_1689217691121275498.webp
ไก่ย่างนมสด,
<โปรโมชัน> ลด30% (ลูกค้าเลือกเซตเองได้),https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230629092241110295/detail/9e0bd6f4e3f847be969c27c84977caa6_1688030561612595879.webp
เกี๊ยวกรอบกุนเชียงทรัฟเฟิล,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042554011867/detail/60649c4cf170496baad306304a9fe56d_1661228754805292798.webp
ปีกไก่ทอด น้ำจิ้มแจ่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042555014171/detail/6ea593931e1442e298c519499126f56a_1661228755092018230.webp
คอหมูป๊อป น้ำจิ้มแจ่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042555028512/detail/7b40deb4f52244f59b8a7a0a73c66e35_1661228755324583306.webp
สเต็กหมูปิ้ง น้ำจิ้มแจ่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042555036756/detail/1900501ec5b1429c99ed0d412b30f508_1661228755648590735.webp
ข้าวเกรียบกุ้งสับน้ำพริกเผา,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042555040714/detail/9d25b1004d064f688f793532ee06376c_1661228755883750038.webp
Buddy's Favourite บั๊ดดี้ เฟเวอริท,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042556017948/detail/1a63995ccec84b468784a904b1991bfb_1661228756143685923.webp
Nuer Nuer เนื้อ เนื้อ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042556022143/detail/7cfa2c1c82ec468dbd8749cebda115e3_1661228756458907960.webp
Mhoo Mhoo หมู หมู,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042556032019/detail/9b2b34446ee24c10a9baadb7abd7c8da_1661228756756915009.webp
Easy Esarn อีซี่ อีสาน,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042557010353/detail/a28f3abfea6e4ceabdcd5a413f5fcc39_1661228757132478106.webp
ข้าวผัดกะเพราเนื้อคั่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042558039029/detail/865e35b8479f4330b1c98be4924c6d9f_1661228758737933311.webp
ข้าวผัดกะเพราเนื้อคั่วและเนื้อหมัก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042559012006/detail/257b886b6ba64e27be98c41d0afd5586_1661228759062888671.webp
ข้าวผัดกะเพราเนื้อคั่วและเนื้อสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042559023358/detail/82a3a565c903499093cff3da7471f32e_1661228759426979048.webp
ข้าวผัดกะเพราเนื้อคั่วและลิ้นวัวย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042559031867/detail/f354294c06ea4cfaa29fb7b67edff2f2_1661228759925603243.webp
ข้าวผัดกะเพราเนื้อคั่วและเนื้อเต๋า,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042600010046/detail/05182ad96b444a4c86899b2c78060cd5_1661228760318899276.webp
ข้าวผัดกะเพราเนื้อคั่วและเนื้อสเต็ก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042600022253/detail/f49ae864c95a4cbdb8c0f719ab5a13dd_1661228760709513350.webp
ข้าวผัดกะเพราเนื้อคั่วและเนื้อวากิว A4,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042601012193/detail/915834c993a249b58924b4cb53369adb_1661228761084865161.webp
ข้าวผัดกะเพราหมูคั่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042601024963/detail/9cf442d8920a48ff84334189eef2e85c_1661228761442058791.webp
ข้าวผัดกะเพราหมูคั่วและหมูหมัก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042601030163/detail/6a23414efe37403a9114823da20f11ff_1661228761736298910.webp
ข้าวผัดกะเพราหมูคั่วและหมูสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042602018157/detail/ae14d5adaa7549d18e78a8b5270ab8b7_1661228762155355126.webp
ข้าวผัดกะเพราหมูคั่วและคอหมูย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042602028185/detail/5643bbbbd022495d995c6eeecf05074e_1661228762510779586.webp
ข้าวผัดกะเพราไข่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042602030636/detail/eda7db6efef24717bae8cabba12ef725_1661228762927954104.webp
ข้าวผัดกะเพราไข่และกุ้ง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042603010482/detail/b47933d8e4084f319df8b5e18f2cac55_1661228763268921608.webp
ข้าวผัดกะเพราไข่และปลาแซลมอนย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042603020778/detail/e891ee1164b74a4798cf7879208fe65c_1661228763635573187.webp
ข้าวผัดกระเทียมพริกไทยเนื้อคั่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042603034559/detail/d557a7a7742b416e82dca27d6f63a36e_1661228763981667863.webp
ข้าวผัดกระเทียมพริกไทยเนื้อคั่วและเนื้อหมัก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042604018597/detail/6020e3d581a540508fc484a77120cc17_1661228764283617310.webp
ข้าวผัดกระเทียมพริกไทยเนื้อคั่วและเนื้อสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042604025128/detail/38cb98d426a840b9a435696e298b6ae3_1661228764660934028.webp
ข้าวผัดกระเทียมพริกไทยเนื้อคั่วและลิ้นวัวย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042604036481/detail/26aa2e238bc6433e81fcb865cf484891_1661228764966304366.webp
ข้าวผัดกระเทียมพริกไทยเนื้อคั่วและเนื้อเต๋า,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042605011267/detail/01ba0b2971d14a08a3e66ea9dcb82a97_1661228765374602990.webp
ข้าวผัดกระเทียมพริกไทยเนื้อคั่วและเนื้อสเต็ก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042605028375/detail/41a715e74ffd4f81b06bb0483e1262fc_1661228765672989914.webp
ข้าวผัดกระเทียมพริกไทยเนื้อคั่วและเนื้อวากิว A4,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042606014547/detail/3613e30784b046ed83ddbf5014659722_1661228766019930521.webp
ข้าวผัดกระเทียมพริกไทยหมูคั่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042606026085/detail/c641dcba77b14408a3def9a9fec78efb_1661228766322242890.webp
ข้าวผัดกระเทียมพริกไทยหมูคั่วและหมูหมัก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042606034235/detail/6fdbcc76e961444dbd4685a7cf7b5930_1661228766629008672.webp
ข้าวผัดกระเทียมพริกไทยหมูคั่วและหมูสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042606046362/detail/67b787c8c1274791aaecf564e424a87f_1661228766940903317.webp
ข้าวผัดกระเทียมพริกไทยหมูคั่วและคอหมูย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042607017602/detail/4a6b4eab2625436ba9dff5e8c258f67e_1661228767269954086.webp
ข้าวผัดกระเทียมพริกไทยไข่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042607025526/detail/4667ee4d18294e82823a8ec2e5226f74_1661228767556979184.webp
ข้าวผัดกระเทียมพริกไทยไข่และกุ้ง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042607039644/detail/f76d39a379194008b7e748d369ece784_1661228767832472352.webp
ข้าวผัดกระเทียมพริกไทยไข่และปลาแซลมอนย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042608015069/detail/3647a9a166bf482994fc54082c00fb64_1661228768147887326.webp
ข้าวผัดแจ่วเนื้อคั่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042608021266/detail/8f4e651cd0154a90aa71115308a0d4c2_1661228768497785696.webp
ข้าวผัดแจ่วเนื้อคั่วและเนื้อหมัก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042608034912/detail/ad12a2e0f50a4a71bec34b963f60a7a1_1661228768837183778.webp
ข้าวผัดแจ่วเนื้อคั่วและเนื้อสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042609012147/detail/1c49a4ce0a8d45398e5711c62f929e5f_1661228769237123650.webp
ข้าวผัดแจ่วเนื้อคั่วและลิ้นวัวย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042609023522/detail/8f30e8ede512453ab86912350816f62a_1661228769500021315.webp
ข้าวผัดแจ่วเนื้อคั่วและเนื้อเต๋า,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042609032371/detail/69d9bb2b19b842a48a5b5cc9b1a23800_1661228769815729707.webp
ข้าวผัดแจ่วเนื้อคั่วและเนื้อสเต็ก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042610013360/detail/8eaac9bb02b242619db20f652a8e8dcb_1661228770129418473.webp
ข้าวผัดแจ่วเนื้อคั่วและเนื้อวากิว A4,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042610027360/detail/932dd6237c6642b6a256681f7b508f42_1661228770390389625.webp
ข้าวผัดแจ่วหมูคั่ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042610035743/detail/63ed15b98a1e4999a4f6d7be8f73e9ca_1661228770837220065.webp
ข้าวผัดแจ่วหมูคั่วและหมูหมัก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042611015522/detail/157e22597cca4edfbcc9b38cc9049cce_1661228771212495645.webp
ข้าวผัดแจ่วหมูคั่วและหมูสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042611027757/detail/bf0fb76030254f54bab39c93b43260ba_1661228771609976551.webp
ข้าวผัดแจ่วหมูคั่วและคอหมูย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042611039677/detail/c707edb75bc3473093d5e71c4676da78_1661228771972402600.webp
ข้าวผัดแจ่วไข่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042612018982/detail/c438b9a91c1b40aa9236f468ac1c8c3e_1661228772296266833.webp
ข้าวผัดแจ่วไข่และกุ้ง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042612025168/detail/7c0d2b9debf54904b5b351a319482b18_1661228772654412950.webp
ข้าวผัดแจ่วไข่และปลาแซลมอนย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042612031757/detail/13d565a6cd5d433eb915e789eef79772_1661228772983842018.webp
ข้าวผัดเนยโชยุไข่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220823042617024451/detail/23998ef24a10405a92f015c66adeb84d_1661228777555471711.webp
น้ำเปล่าอีซี่บั๊ดดี้,
โค้ก,
โค้กซีโร่,
สไปรท์,
ชเวปส์มะนาวโซดา,
ไข่เป็ดดาวกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409223530002/detail/menueditor_item_8b2dc8b36593449a872673798ca908e4_1661332911545324674.webp
ไข่ออนเซ็น,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409493250824/detail/menueditor_item_12c314044d7d4ee7845af7c35a8f543f_1661334570971379530.webp
บัตเตอร์คอร์น,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409495307073/detail/menueditor_item_a4ba275372c844b3a0584e0504db732a_1661334591471294619.webp
ข้าวโพดคาราเมลไรซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409503078786/detail/menueditor_item_b3daabffbc3a44c48592950086cba626_1661334628440139012.webp
หอมทอด,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409505044237/detail/menueditor_item_84fe9ff7bc214870b653202750690e08_1661334648594015655.webp
มันแกวดอง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409511048287/detail/menueditor_item_8ff8f7f617a84ad9a82b18af0241d9e2_1661334668633087203.webp
หมูสันในหมัก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409272305733/detail/menueditor_item_d7f14a86c4cb49279883bc40dc7645e3_1661333886471925237.webp
สันคอหมูสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409275500108/detail/menueditor_item_9aaf52207352465a977ba4eadf4cf59c_1661333868277816528.webp
คอหมูย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409400964985/detail/menueditor_item_f6f1327a2c9b49fe9ef36865a064cc23_1661334001420783144.webp
เนื้อหมัก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409413604988/detail/menueditor_item_87b4172b24e346e7b4476db83bbdc348_1661334085318503332.webp
เนื้อสไลซ์,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409440983637/detail/menueditor_item_4e73fcf4dc8a4e1d83dc35fd28fd2a88_1661334246816457552.webp
ลิ้นวัวย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409455912253/detail/menueditor_item_db439d17a7a6438aaea9232b6272322f_1661334273208013805.webp
เนื้อเต๋า,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409464289203/detail/menueditor_item_2188e0bcd4a949aaae4747026e32db24_1661334396015120067.webp
เนื้อสเต็ก,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409473788092/detail/menueditor_item_cae8b9c6af444489a0d75f4fbc09d979_1661334452716571705.webp
เนื้อญี่ปุ่นวากิว A4,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409481855172/detail/menueditor_item_a1c7ee4dfc54491aad9e60f64edff91f_1661334496001021306.webp
กุ้ง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409484270773/detail/menueditor_item_4c0fd32dbd3642078842eff9f0e320e5_1661334520189271331.webp
ปลาแซลมอนย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022082409490497767/detail/menueditor_item_bbb265319d8a4a228842611284f5727e_1661334540756990794.webp
ข้าวหน้าไก่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2023082701544210779/detail/menueditor_item_6d05c1573b6c44809c497dbe16f64681_1693101463836501084.webp
หมูสับหนำเลี้ยบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022120706405662022/detail/menueditor_item_877dff76156b47588b4097916d7ccb84_1689086459914019202.webp
ข้าวไข่ข้นหมูสับผัดซีอิ๊ว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2023032107193020252/detail/menueditor_item_846e074a776a4dfbad513690f67cfb74_1689086816291262747.webp
ข้าวผัดคอหมูทอด,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022122805575248240/detail/menueditor_item_17d3fbde98884fd794bda1210a01f1f9_1689087853726604672.webp
