shopName,name,imageSrc
mister-joe,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2020071804143838977/detail/6f52af90d8f7495287ae6f2b39a7b3b0_1624642374220080665.webp
mister-joe,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20191226051910013560/detail/44a38060d14a43e79130fcf4caa40446_1624642336164219725.webp
mister-joe,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20191226051835013019/detail/2574e0c887894d9882f51fd39a2213d1_1624642683740339930.webp
so-vegan,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022060208524865213/detail/menueditor_item_e849a2b2842048f5b99152a2ae5c67af_1654160230117743903.webp
so-vegan,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021073014301385059/detail/menueditor_item_a1ee5414a17b4d16bbf9a80fcb4c1879_1627655396014676663.webp
sook-sathon-vegan,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20221101115625339075/detail/menueditor_item_fab48512361d4adda3862742ecb19fb5_1690319924447827758.webp
sook-sathon-vegan,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2023012920173610442/detail/menueditor_item_e67ad2f032294f638e2b4ca0d6c88537_1690319992298322649.webp
zong,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/3-CYKYVJEGJELEAT-CYKYVJJHGJVDNN/detail/menueditor_item_d77c6dbff04143588d29e04cfc961d74_1586896564416565326.webp
zong,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210809105113085731/detail/menueditor_item_4e5e5c5789e24b988e131df5d87290a7_1630806010363801323.webp
zong,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210809105115114724/detail/menueditor_item_eaf3384d16a045298e4ba4bc4c525f5e_1635190635045858688.webp
zong,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210809105111044404/detail/menueditor_item_669934484a6f49a49d0d2068db0e1d0c_1630119054257461280.webp
zong,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210809105117188372/detail/menueditor_item_4236ab5cc9354790a59f5df427431cfb_1630119019995402632.webp
zong,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021062811015444433/detail/menueditor_item_33407f17198543329819a79a77b9ebdb_1625337976272906698.webp
zong,หมูกรอบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021062811040193318/detail/menueditor_item_4dd74d4d9ac44a41b7ebce95f2baa4df_1625241024690981082.webp
mhan,หมี่หมานเสือร้องไห้,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220826072110013742/detail/7ecb5e6b354c45e0b3dc2a748ced4b08_1661498457957164354.webp
mhan,ข้าวหน้าเนื้อเสือร้องไห้ ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220826071743014446/detail/aaf2a7dc427443c5a64f81e6b883556b_1661498252227765262.webp
mhan,ข้าวหน้าหมูสามชั้นซอสหมาน 🌶️ ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220826071910011703/detail/733ae8769e7c40af9d8b5200e6519159_1661498340498529945.webp
omu,(เนื้อ) ข้าวห่อไข่หน้าเบอร์เกอร์ราดเดมิกลาส,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20191115102041012345/detail/menueditor_item_f7f0bce3f98e4f45a9e8da29d07e0e24_1630063146489846302.webp
omu,(หมู) ข้าวห่อไข่หน้าเบอร์เกอร์ราดเดมิกลาส,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20191115102105012235/detail/menueditor_item_7df679a0ff99443ab095d947c8c9c616_1630063122814146857.webp
omu,ข้าวห่อไข่หน้ากุ้งทอดราดซอสแกงกะหรี่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022073116433952254/detail/menueditor_item_5dee1afff2d24a46860742e8025e3870_1659285785834347010.webp
omu,ข้าวห่อไข่หน้าหมูทอดราดซอสแกงกะหรี่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20191115101652012732/detail/menueditor_item_10cb36be2b554761a566ec2226e3dba5_1630063681460857142.webp
omu,ข้าวห่อไข่หน้าครีมโคโรเกะราดครีมซอส,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20191115101105013017/detail/menueditor_item_b03097e10b79471b921106e9c1b12ff8_1630079347360869077.webp
ohkajhu,สลัดข้าวยำและควินัว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20201015100637226221/detail/a39dff44a5bd448599eab8081528ceca_1654516704317582826.webp
ohkajhu,ข้าวผัดน้ำพริกหนุ่มหมูทอดงาขาว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20201015100639268761/detail/a7a23a9eed564364ac1c4e3ad68da3c5_1654516731166618462.webp
ohkajhu,ข้าวซี่โครงหมูอบสับปะรด,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20201015100637317084/detail/350af176973f4af0b17a480166456669_1654516730289446003.webp
ohkajhu,ข้าวไข่เจียวแซลมอนสมุนไพรไร้น้ำมัน,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20201015100638333522/detail/bb1f41b0c3e7453f9b96bbee2d91dcbd_1654516730896224692.webp
ohkajhu,สปาเกตตี้ทูน่าต้มยำแห้ง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20201015100638369981/detail/df7ceab791494e008531d079d872ab8b_1654516723269172172.webp
thong-smith,E3 น้ำตกหมูตุ๋น,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200327085022025124/detail/d1709d11417442e489a5c6b33f88e8c7_1585299022355746642.webp
thong-smith,D3 น้ำตกเนื้อตุ๋น,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200327085015015188/detail/295de1d07ee84beca95656205df5a2be_1585299015356789287.webp
plaseesom,แซลมอน บิบิมบับ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/3-CYMJR6KVJUAZTA-CYNVA2WUL4BJJN/detail/menueditor_item_f534eb607d3d419185ed73d940e2bb98_1593484999065748752.webp
plaseesom,แซลมอน ยำตะไคร้พริกเผา,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021030607024170995/detail/menueditor_item_4ffc847c03e14fba9a6ca64fcfbaed00_1615014122494428919.webp
baan-Ying,ข้าวเปล่า,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022101403413099204/detail/menueditor_item_33ca8d4259d542469b8f1daa93bf8827_1665718862956610830.webp
yayoi,ข้าวเปล่า,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20200323053840032473/detail/13a1aa68e29148b7817c23a238b778ac_1584941920553811868.webp
song-fa,ข้าวต้มหมูซงฟา,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210712021443054009/detail/9c7d59dd056e4e8494f47997f493cdc6_1683539981777211462.webp
song-fa,ซุปซี่โครงหมู ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210712021441056381/detail/f0305227aba74710afc982dcd884ad24_1683539981555076554.webp
song-fa,ซุปซี่โครงหมู ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210712021442245753/detail/16c968d7a6ce4a719bc3d739297aae05_1683539981546018775.webp
gugu,White Onion Wing,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20211121173714342153/detail/d660bf22f841458584a58def86fc108b_1637828637241910366.webp
gochujang,ข้าวหน้าหมูบูลโกกิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220609181003047364/detail/menueditor_item_55a31de236a94b568ec392d85e10ea11_1655960157965047062.webp
gochujang,ซุปกิมจิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220609181004037021/detail/menueditor_item_d403587e92cb49e990cf40e5c1d7386d_1656042284774894057.webp
gochujang,ซุปกิมจิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220609181005017042/detail/3c45c819338c4d449b58a101553feeef_1654798205091113720.webp
hoong,ข้าวสวยคอหมูย่าง,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021082610211185458/detail/menueditor_item_ead650cd6e604c82b98fa7544c9d1383_1629973269759064299.webp
hoong,ข้าวสวยไก่คอมโบ ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210322164334016209/detail/5790094e25ea4263ac452a40027e2314_1626711976540589340.webp
hoong,ข้าวมันไก่ต้ม,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/3-C2B1TPWTNTV3TE-C2B1TXWUN6TAGJ/detail/0d06b07406c04bf3936303e83cf5d5de_1614173459814392284.webp
baan-Ying,ข้าวมันไก่ทอด,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022050109485187796/detail/menueditor_item_8a31acb3a5714a36b078ad4fb1f112a0_1651398487067904154.webp
hoong,ข้าวมันไก่ทอด,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/3-C2B1TPWTNTV3TE-C2B1TXWUTFWYCJ/detail/92cd45689ef04c78a962215862ee0780_1614173460220901934.webp
ekkamai-macchiato,ข้าวคอหมูทอดน้ำปลาไข่ดาว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021031104085637811/detail/menueditor_item_927ba4f598934de09bb23d6e6d564c0f_1689091005775403025.webp
ekkamai-macchiato,ข้าวกะเพราหมูสับไข่ดาว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2021080304514282531/detail/menueditor_item_219056e2b656483f8bcac8c032fa31cc_1648724552732113282.webp
s-and-p,ข้าวหน้าไก่ย่างเทอริยากิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210531153650104982/detail/f56a00cbe48f45a3813f7ae08c2d069a_1661167200427463358.webp
s-and-p,ข้าวหน้าไก่ย่างเทอริยากิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210531153649361052/detail/aaf516c7462149dcbc05dc0e24584435_1652167730997493932.webp
coffee-bean-by-dao,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/3-CZDEDBJBA7UUFE-CZDWV8KTEJEFRE/detail/881738edb157409a95433b36be5c498c_1587397930269277135.webp
s-and-p,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230423114545018833/detail/bc4febc00bfc49c29e7ef7e35dfca9f4_1684669638619963416.webp
s-and-p,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230423114545018833/detail/bc4febc00bfc49c29e7ef7e35dfca9f4_1684669638619963416.webp
s-and-p,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220331101227049729/detail/090502e2037c49069a1b099831925ba9_1648721547163698439.webp
s-and-p,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230208055344019027/detail/8534e83ca92d4ddf81abb5cfe2d8e1f0_1681123143393121063.webp
s-and-p,ข้าวกุ้งผัดพริกขี้หนูไข่นุ่ม,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220331101228062437/detail/5beadc86e8f548b1b5c279bd64064819_1648721548280521697.webp
RongsiPochana,ข้าวผัดปู,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/3-CY5XC333LKNVV2-CY5XC34BSEWKGX/detail/2eab5501695c4615967fea104dc37998_1598457123235011794.webp
kub-kao-kub-pla,ข้าวผัดปู,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20211021181856540502/detail/3a21d4a459424b8c920866fb60d55064_1634840330391893599.webp
s-and-p,ข้าวผัดปู,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230430140045125455/detail/cbedf3c46e64497ca7ac70227c71bb1d_1682863245793046119.webp
s-and-p,ข้าวผัดปู,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220331101230066611/detail/e413665b544041e68a5e4d60d97dda51_1652167726291104810.webp
zong,ข้าวผัดปู,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210809105116131712/detail/menueditor_item_5a22be0740eb46e69d1c4d748d34fcc4_1630118810747349433.webp
s-and-p,ข้าวซอยน่องไก่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220331101233017722/detail/6f46ae04978b401587286bbe5f25d699_1652167727282408508.webp
s-and-p,ข้าวไก่อบ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220331101227115355/detail/0347156f4a494690b0feb230f92abbd9_1652167725720449922.webp
s-and-p,ชุดข้าวแกงเขียวหวาน,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210531153647140792/detail/1b2f7530a6494201a8251fa924f8e76a_1661167200429976968.webp
coffee-bean-by-dao,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/3-CZDEDBJBA7UUFE-CZDWV8KTEJEFRE/detail/881738edb157409a95433b36be5c498c_1587397930269277135.webp
s-and-p,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230423114545018833/detail/bc4febc00bfc49c29e7ef7e35dfca9f4_1684669638619963416.webp
s-and-p,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230423114545018833/detail/bc4febc00bfc49c29e7ef7e35dfca9f4_1684669638619963416.webp
s-and-p,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220331101227049729/detail/090502e2037c49069a1b099831925ba9_1648721547163698439.webp
s-and-p,ข้าวคลุกกะปิ,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230208055344019027/detail/8534e83ca92d4ddf81abb5cfe2d8e1f0_1681123143393121063.webp
mhan,บะหมี่เกี๊ยว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2022121607140040688/detail/menueditor_item_6d57a42e52b448cd8b1555bcab4201c9_1672641304735696814.webp
yumcha,บะหมี่เกี๊ยว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2020092210253984010/detail/menueditor_item_6cbd837d2baa4093ab0da9a475df8a93_1631352293634741763.webp
yumcha,บะหมี่เกี๊ยว,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE2020092210225177410/detail/menueditor_item_5c475fc2f718436bbf5a6dd39b9f926f_1631352369608042760.webp
RongsiPochana,ก๋วยเตี๋ยวคั่วไก่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20211214170728014734/detail/39f0b3c7d9874612a7ae3234349d8978_1639501643884580819.webp
kub-kao-kub-pla,ก๋วยเตี๋ยวคั่วไก่,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20210111172311026932/detail/c3cd1ce6b24b4ee5b7f451eb8c2a579e_1634839571421787905.webp
kub-kao-kub-pla,เส้นหมี่ผัดผักกระเฉด,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20211021180851103833/detail/c057eb3a87ec450fa14550170203781b_1634839725375264534.webp
sook-sathon-vegan,เส้นใหญ่ผัดขี้เมา,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20221101115624057993/detail/menueditor_item_31f3b088930f4bad8517fa07bdf269ca_1690319281468373544.webp
s-and-p,ข้าวหมูทอดกระเทียม,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20220331101229056354/detail/aaab9ec6a80b410887a68e58709d5c25_1683627120125398295.webp
s-and-p,ข้าวหมูทอดกระเทียม,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/THITE20230531132812013772/detail/36d77d9a304546a6b3cd2e90820b75e0_1685560045191421797.webp
